"origin_date","horizon","target_end_date","output_type_id","value","output_type","target","location"
2026-02-25,4,2026-03-15,0.1,929,"quantile","ILI incidence","LV"
2026-02-25,4,2026-03-15,0.15,938.7,"quantile","ILI incidence","LV"
2026-02-25,4,2026-03-15,0.2,945.4,"quantile","ILI incidence","LV"
2026-02-25,4,2026-03-15,0.25,949,"quantile","ILI incidence","LV"
2026-02-25,4,2026-03-15,0.3,955.7,"quantile","ILI incidence","LV"
2026-02-25,4,2026-03-15,0.35,958,"quantile","ILI incidence","LV"
2026-02-25,4,2026-03-15,0.4,959,"quantile","ILI incidence","LV"
2026-02-25,4,2026-03-15,0.45,964.1,"quantile","ILI incidence","LV"
2026-02-25,4,2026-03-15,0.5,969,"quantile","ILI incidence","LV"
2026-02-25,4,2026-03-15,0.55,973,"quantile","ILI incidence","LV"
2026-02-25,4,2026-03-15,0.6,979,"quantile","ILI incidence","LV"
2026-02-25,4,2026-03-15,0.65,982.35,"quantile","ILI incidence","LV"
2026-02-25,4,2026-03-15,0.7,985.6,"quantile","ILI incidence","LV"
2026-02-25,4,2026-03-15,0.75,991,"quantile","ILI incidence","LV"
2026-02-25,4,2026-03-15,0.8,1002.2,"quantile","ILI incidence","LV"
2026-02-25,4,2026-03-15,0.85,1007.15,"quantile","ILI incidence","LV"
2026-02-25,4,2026-03-15,0.9,1013.2,"quantile","ILI incidence","LV"
2026-02-25,4,2026-03-15,0.95,1025.15,"quantile","ILI incidence","LV"
2026-02-25,4,2026-03-15,0.975,1035.575,"quantile","ILI incidence","LV"
2026-02-25,4,2026-03-15,0.99,1042.03,"quantile","ILI incidence","LV"
2026-02-25,4,2026-03-15,0.01,442.97,"quantile","ILI incidence","LT"
2026-02-25,4,2026-03-15,0.025,449,"quantile","ILI incidence","LT"
2026-02-25,4,2026-03-15,0.05,458.8,"quantile","ILI incidence","LT"
2026-02-25,4,2026-03-15,0.1,463.6,"quantile","ILI incidence","LT"
2026-02-25,4,2026-03-15,0.15,467.85,"quantile","ILI incidence","LT"
2026-02-25,4,2026-03-15,0.2,472,"quantile","ILI incidence","LT"
2026-02-25,4,2026-03-15,0.25,474.75,"quantile","ILI incidence","LT"
2026-02-25,4,2026-03-15,0.3,478,"quantile","ILI incidence","LT"
2026-02-25,4,2026-03-15,0.35,481,"quantile","ILI incidence","LT"
2026-02-25,4,2026-03-15,0.4,482.6,"quantile","ILI incidence","LT"
2026-02-25,4,2026-03-15,0.45,488.55,"quantile","ILI incidence","LT"
2026-02-25,4,2026-03-15,0.5,491,"quantile","ILI incidence","LT"
2026-02-25,4,2026-03-15,0.55,495,"quantile","ILI incidence","LT"
2026-02-25,4,2026-03-15,0.6,496.4,"quantile","ILI incidence","LT"
2026-02-25,4,2026-03-15,0.65,499.05,"quantile","ILI incidence","LT"
2026-02-25,4,2026-03-15,0.7,503,"quantile","ILI incidence","LT"
2026-02-25,4,2026-03-15,0.75,505,"quantile","ILI incidence","LT"
2026-02-25,4,2026-03-15,0.8,509.2,"quantile","ILI incidence","LT"
2026-02-25,4,2026-03-15,0.85,517.3,"quantile","ILI incidence","LT"
2026-02-25,4,2026-03-15,0.9,523,"quantile","ILI incidence","LT"
2026-02-25,4,2026-03-15,0.95,527,"quantile","ILI incidence","LT"
2026-02-25,4,2026-03-15,0.975,532.1,"quantile","ILI incidence","LT"
2026-02-25,4,2026-03-15,0.99,538.05,"quantile","ILI incidence","LT"
2026-02-25,4,2026-03-15,0.01,9162.87,"quantile","ILI incidence","LU"
2026-02-25,4,2026-03-15,0.025,9190.225,"quantile","ILI incidence","LU"
2026-02-25,4,2026-03-15,0.05,9226.7,"quantile","ILI incidence","LU"
2026-02-25,4,2026-03-15,0.1,9265,"quantile","ILI incidence","LU"
2026-02-25,4,2026-03-15,0.15,9279.85,"quantile","ILI incidence","LU"
2026-02-25,4,2026-03-15,0.2,9292.2,"quantile","ILI incidence","LU"
2026-02-25,4,2026-03-15,0.25,9310.25,"quantile","ILI incidence","LU"
2026-02-25,4,2026-03-15,0.3,9322.7,"quantile","ILI incidence","LU"
2026-02-25,4,2026-03-15,0.35,9336.95,"quantile","ILI incidence","LU"
2026-02-25,4,2026-03-15,0.4,9355.2,"quantile","ILI incidence","LU"
2026-02-25,4,2026-03-15,0.45,9360.55,"quantile","ILI incidence","LU"
2026-02-25,4,2026-03-15,0.5,9380,"quantile","ILI incidence","LU"
2026-02-25,4,2026-03-15,0.55,9397.15,"quantile","ILI incidence","LU"
2026-02-25,4,2026-03-15,0.6,9411.4,"quantile","ILI incidence","LU"
2026-02-25,4,2026-03-15,0.65,9422.7,"quantile","ILI incidence","LU"
2026-02-25,4,2026-03-15,0.7,9433.6,"quantile","ILI incidence","LU"
2026-02-25,4,2026-03-15,0.75,9444.25,"quantile","ILI incidence","LU"
2026-02-25,4,2026-03-15,0.8,9459,"quantile","ILI incidence","LU"
2026-02-25,4,2026-03-15,0.85,9484.3,"quantile","ILI incidence","LU"
2026-02-25,4,2026-03-15,0.9,9513.2,"quantile","ILI incidence","LU"
2026-02-25,4,2026-03-15,0.95,9557.4,"quantile","ILI incidence","LU"
2026-02-25,4,2026-03-15,0.975,9573.35,"quantile","ILI incidence","LU"
2026-02-25,4,2026-03-15,0.99,9632,"quantile","ILI incidence","LU"
2026-02-25,4,2026-03-15,0.01,10532.64,"quantile","ILI incidence","MT"
2026-02-25,4,2026-03-15,0.025,10558.8,"quantile","ILI incidence","MT"
2026-02-25,4,2026-03-15,0.05,10619.3,"quantile","ILI incidence","MT"
2026-02-25,4,2026-03-15,0.1,10648.3,"quantile","ILI incidence","MT"
2026-02-25,4,2026-03-15,0.15,10666.7,"quantile","ILI incidence","MT"
2026-02-25,4,2026-03-15,0.2,10680.6,"quantile","ILI incidence","MT"
2026-02-25,4,2026-03-15,0.25,10689.75,"quantile","ILI incidence","MT"
2026-02-25,4,2026-03-15,0.3,10705.9,"quantile","ILI incidence","MT"
2026-02-25,4,2026-03-15,0.35,10741.25,"quantile","ILI incidence","MT"
2026-02-25,4,2026-03-15,0.4,10763.8,"quantile","ILI incidence","MT"
2026-02-25,4,2026-03-15,0.45,10774,"quantile","ILI incidence","MT"
2026-02-25,4,2026-03-15,0.5,10783,"quantile","ILI incidence","MT"
2026-02-25,4,2026-03-15,0.55,10794.9,"quantile","ILI incidence","MT"
2026-02-25,4,2026-03-15,0.6,10802.8,"quantile","ILI incidence","MT"
2026-02-25,4,2026-03-15,0.65,10822,"quantile","ILI incidence","MT"
2026-02-25,4,2026-03-15,0.7,10836,"quantile","ILI incidence","MT"
2026-02-25,4,2026-03-15,0.75,10852,"quantile","ILI incidence","MT"
2026-02-25,4,2026-03-15,0.8,10880.4,"quantile","ILI incidence","MT"
2026-02-25,4,2026-03-15,0.85,10895.15,"quantile","ILI incidence","MT"
2026-02-25,4,2026-03-15,0.9,10911,"quantile","ILI incidence","MT"
2026-02-25,4,2026-03-15,0.95,10934,"quantile","ILI incidence","MT"
2026-02-25,4,2026-03-15,0.975,10966.875,"quantile","ILI incidence","MT"
2026-02-25,4,2026-03-15,0.99,10983,"quantile","ILI incidence","MT"
2026-02-25,4,2026-03-15,0.01,32,"quantile","ILI incidence","NL"
2026-02-25,4,2026-03-15,0.025,34.475,"quantile","ILI incidence","NL"
2026-02-25,4,2026-03-15,0.05,35.95,"quantile","ILI incidence","NL"
2026-02-25,4,2026-03-15,0.1,37,"quantile","ILI incidence","NL"
2026-02-25,4,2026-03-15,0.15,38.85,"quantile","ILI incidence","NL"
2026-02-25,4,2026-03-15,0.2,39.8,"quantile","ILI incidence","NL"
2026-02-25,4,2026-03-15,0.25,42,"quantile","ILI incidence","NL"
2026-02-25,4,2026-03-15,0.3,42,"quantile","ILI incidence","NL"
2026-02-25,4,2026-03-15,0.35,43,"quantile","ILI incidence","NL"
2026-02-25,4,2026-03-15,0.4,44,"quantile","ILI incidence","NL"
2026-02-25,4,2026-03-15,0.45,45,"quantile","ILI incidence","NL"
2026-02-25,4,2026-03-15,0.5,46,"quantile","ILI incidence","NL"
2026-02-25,4,2026-03-15,0.55,46,"quantile","ILI incidence","NL"
2026-02-25,4,2026-03-15,0.6,46,"quantile","ILI incidence","NL"
2026-02-25,4,2026-03-15,0.65,48,"quantile","ILI incidence","NL"
2026-02-25,4,2026-03-15,0.7,50,"quantile","ILI incidence","NL"
2026-02-25,4,2026-03-15,0.75,51,"quantile","ILI incidence","NL"
2026-02-25,4,2026-03-15,0.8,51,"quantile","ILI incidence","NL"
2026-02-25,4,2026-03-15,0.85,52,"quantile","ILI incidence","NL"
2026-02-25,4,2026-03-15,0.9,53,"quantile","ILI incidence","NL"
2026-02-25,4,2026-03-15,0.95,55.05,"quantile","ILI incidence","NL"
2026-02-25,4,2026-03-15,0.975,57,"quantile","ILI incidence","NL"
2026-02-25,4,2026-03-15,0.99,58.06,"quantile","ILI incidence","NL"
2026-02-25,4,2026-03-15,0.01,68.98,"quantile","ILI incidence","NO"
2026-02-25,4,2026-03-15,0.025,70.95,"quantile","ILI incidence","NO"
2026-02-25,4,2026-03-15,0.05,72.95,"quantile","ILI incidence","NO"
2026-02-25,4,2026-03-15,0.1,76,"quantile","ILI incidence","NO"
2026-02-25,4,2026-03-15,0.15,78,"quantile","ILI incidence","NO"
2026-02-25,4,2026-03-15,0.2,79,"quantile","ILI incidence","NO"
2026-02-25,4,2026-03-15,0.25,80.75,"quantile","ILI incidence","NO"
2026-02-25,4,2026-03-15,0.3,81.7,"quantile","ILI incidence","NO"
2026-02-25,4,2026-03-15,0.35,83,"quantile","ILI incidence","NO"
2026-02-25,4,2026-03-15,0.4,85,"quantile","ILI incidence","NO"
2026-02-25,4,2026-03-15,0.45,86,"quantile","ILI incidence","NO"
2026-02-25,4,2026-03-15,0.5,87.5,"quantile","ILI incidence","NO"
2026-02-25,4,2026-03-15,0.55,88,"quantile","ILI incidence","NO"
2026-02-25,4,2026-03-15,0.6,89,"quantile","ILI incidence","NO"
2026-02-25,4,2026-03-15,0.65,90,"quantile","ILI incidence","NO"
2026-02-25,4,2026-03-15,0.7,91,"quantile","ILI incidence","NO"
2026-02-25,4,2026-03-15,0.75,92,"quantile","ILI incidence","NO"
2026-02-25,4,2026-03-15,0.8,93,"quantile","ILI incidence","NO"
2026-02-25,4,2026-03-15,0.85,96,"quantile","ILI incidence","NO"
2026-02-25,4,2026-03-15,0.9,98,"quantile","ILI incidence","NO"
2026-02-25,4,2026-03-15,0.95,102.05,"quantile","ILI incidence","NO"
2026-02-25,4,2026-03-15,0.975,104.525,"quantile","ILI incidence","NO"
2026-02-25,4,2026-03-15,0.99,108.03,"quantile","ILI incidence","NO"
2026-02-25,4,2026-03-15,0.01,419.94,"quantile","ILI incidence","PL"
2026-02-25,4,2026-03-15,0.025,428,"quantile","ILI incidence","PL"
2026-02-25,4,2026-03-15,0.05,435,"quantile","ILI incidence","PL"
2026-02-25,4,2026-03-15,0.1,440.9,"quantile","ILI incidence","PL"
2026-02-25,4,2026-03-15,0.15,442,"quantile","ILI incidence","PL"
2026-02-25,4,2026-03-15,0.2,450.6,"quantile","ILI incidence","PL"
2026-02-25,4,2026-03-15,0.25,453.75,"quantile","ILI incidence","PL"
2026-02-25,4,2026-03-15,0.3,455,"quantile","ILI incidence","PL"
2026-02-25,4,2026-03-15,0.35,457.95,"quantile","ILI incidence","PL"
2026-02-25,4,2026-03-15,0.4,461,"quantile","ILI incidence","PL"
2026-02-25,4,2026-03-15,0.45,462,"quantile","ILI incidence","PL"
2026-02-25,4,2026-03-15,0.5,464,"quantile","ILI incidence","PL"
2026-02-25,4,2026-03-15,0.55,466.45,"quantile","ILI incidence","PL"
2026-02-25,4,2026-03-15,0.6,468.8,"quantile","ILI incidence","PL"
2026-02-25,4,2026-03-15,0.65,474,"quantile","ILI incidence","PL"
2026-02-25,4,2026-03-15,0.7,478,"quantile","ILI incidence","PL"
2026-02-25,4,2026-03-15,0.75,480.25,"quantile","ILI incidence","PL"
2026-02-25,4,2026-03-15,0.8,482.2,"quantile","ILI incidence","PL"
2026-02-25,4,2026-03-15,0.85,484.15,"quantile","ILI incidence","PL"
2026-02-25,4,2026-03-15,0.9,490.2,"quantile","ILI incidence","PL"
2026-02-25,4,2026-03-15,0.95,494.35,"quantile","ILI incidence","PL"
2026-02-25,4,2026-03-15,0.975,514.525,"quantile","ILI incidence","PL"
2026-02-25,4,2026-03-15,0.99,518.01,"quantile","ILI incidence","PL"
2026-02-25,4,2026-03-15,0.01,89.99,"quantile","ILI incidence","RO"
2026-02-25,4,2026-03-15,0.025,90.95,"quantile","ILI incidence","RO"
2026-02-25,4,2026-03-15,0.05,93,"quantile","ILI incidence","RO"
2026-02-25,4,2026-03-15,0.1,95,"quantile","ILI incidence","RO"
2026-02-25,4,2026-03-15,0.15,96.85,"quantile","ILI incidence","RO"
2026-02-25,4,2026-03-15,0.2,98.8,"quantile","ILI incidence","RO"
2026-02-25,4,2026-03-15,0.25,101,"quantile","ILI incidence","RO"
2026-02-25,4,2026-03-15,0.3,102.7,"quantile","ILI incidence","RO"
2026-02-25,4,2026-03-15,0.35,103,"quantile","ILI incidence","RO"
2026-02-25,4,2026-03-15,0.4,104,"quantile","ILI incidence","RO"
2026-02-25,4,2026-03-15,0.45,105,"quantile","ILI incidence","RO"
2026-02-25,4,2026-03-15,0.5,106,"quantile","ILI incidence","RO"
2026-02-25,4,2026-03-15,0.55,107,"quantile","ILI incidence","RO"
2026-02-25,4,2026-03-15,0.6,108.4,"quantile","ILI incidence","RO"
2026-02-25,4,2026-03-15,0.65,109.35,"quantile","ILI incidence","RO"
2026-02-25,4,2026-03-15,0.7,111,"quantile","ILI incidence","RO"
2026-02-25,4,2026-03-15,0.75,112,"quantile","ILI incidence","RO"
2026-02-25,4,2026-03-15,0.8,116,"quantile","ILI incidence","RO"
2026-02-25,4,2026-03-15,0.85,118.15,"quantile","ILI incidence","RO"
2026-02-25,4,2026-03-15,0.9,120.1,"quantile","ILI incidence","RO"
2026-02-25,4,2026-03-15,0.95,124.1,"quantile","ILI incidence","RO"
2026-02-25,4,2026-03-15,0.975,127.525,"quantile","ILI incidence","RO"
2026-02-25,4,2026-03-15,0.99,130.05,"quantile","ILI incidence","RO"
2026-02-25,4,2026-03-15,0.01,237.93,"quantile","ILI incidence","SK"
2026-02-25,4,2026-03-15,0.025,240.85,"quantile","ILI incidence","SK"
2026-02-25,4,2026-03-15,0.05,248,"quantile","ILI incidence","SK"
2026-02-25,4,2026-03-15,0.1,254.8,"quantile","ILI incidence","SK"
2026-02-25,4,2026-03-15,0.15,257.85,"quantile","ILI incidence","SK"
2026-02-25,4,2026-03-15,0.2,261,"quantile","ILI incidence","SK"
2026-02-25,4,2026-03-15,0.25,263,"quantile","ILI incidence","SK"
2026-02-25,4,2026-03-15,0.3,266,"quantile","ILI incidence","SK"
2026-02-25,4,2026-03-15,0.35,269.3,"quantile","ILI incidence","SK"
2026-02-25,4,2026-03-15,0.4,270.6,"quantile","ILI incidence","SK"
2026-02-25,4,2026-03-15,0.45,272.55,"quantile","ILI incidence","SK"
2026-02-25,4,2026-03-15,0.5,275.5,"quantile","ILI incidence","SK"
2026-02-25,4,2026-03-15,0.55,277.45,"quantile","ILI incidence","SK"
2026-02-25,4,2026-03-15,0.6,280,"quantile","ILI incidence","SK"
2026-02-25,4,2026-03-15,0.65,281.35,"quantile","ILI incidence","SK"
2026-02-25,4,2026-03-15,0.7,284.3,"quantile","ILI incidence","SK"
2026-02-25,4,2026-03-15,0.75,288,"quantile","ILI incidence","SK"
2026-02-25,4,2026-03-15,0.8,291,"quantile","ILI incidence","SK"
2026-02-25,4,2026-03-15,0.85,296.15,"quantile","ILI incidence","SK"
2026-02-25,4,2026-03-15,0.9,301.1,"quantile","ILI incidence","SK"
2026-02-25,4,2026-03-15,0.95,303.2,"quantile","ILI incidence","SK"
2026-02-25,4,2026-03-15,0.975,309.525,"quantile","ILI incidence","SK"
2026-02-25,4,2026-03-15,0.99,313,"quantile","ILI incidence","SK"
2026-02-25,4,2026-03-15,0.01,145.89,"quantile","ILI incidence","SI"
2026-02-25,4,2026-03-15,0.025,151,"quantile","ILI incidence","SI"
2026-02-25,4,2026-03-15,0.05,153.95,"quantile","ILI incidence","SI"
2026-02-25,4,2026-03-15,0.1,158.9,"quantile","ILI incidence","SI"
2026-02-25,4,2026-03-15,0.15,162,"quantile","ILI incidence","SI"
2026-02-25,4,2026-03-15,0.2,164,"quantile","ILI incidence","SI"
2026-02-25,4,2026-03-15,0.25,165,"quantile","ILI incidence","SI"
2026-02-25,4,2026-03-15,0.3,165.7,"quantile","ILI incidence","SI"
2026-02-25,4,2026-03-15,0.35,166,"quantile","ILI incidence","SI"
2026-02-25,4,2026-03-15,0.4,169.6,"quantile","ILI incidence","SI"
2026-02-25,4,2026-03-15,0.45,172,"quantile","ILI incidence","SI"
2026-02-25,4,2026-03-15,0.5,174.5,"quantile","ILI incidence","SI"
2026-02-25,4,2026-03-15,0.55,177,"quantile","ILI incidence","SI"
2026-02-25,4,2026-03-15,0.6,179,"quantile","ILI incidence","SI"
2026-02-25,4,2026-03-15,0.65,180,"quantile","ILI incidence","SI"
2026-02-25,4,2026-03-15,0.7,181,"quantile","ILI incidence","SI"
2026-02-25,4,2026-03-15,0.75,183,"quantile","ILI incidence","SI"
2026-02-25,4,2026-03-15,0.8,185,"quantile","ILI incidence","SI"
2026-02-25,4,2026-03-15,0.85,188,"quantile","ILI incidence","SI"
2026-02-25,4,2026-03-15,0.9,192.1,"quantile","ILI incidence","SI"
2026-02-25,4,2026-03-15,0.95,198.05,"quantile","ILI incidence","SI"
2026-02-25,4,2026-03-15,0.975,200.525,"quantile","ILI incidence","SI"
2026-02-25,4,2026-03-15,0.99,202.03,"quantile","ILI incidence","SI"
2026-02-25,1,2026-02-22,0.01,1397.76,"quantile","ARI incidence","BG"
2026-02-25,1,2026-02-22,0.025,1409.125,"quantile","ARI incidence","BG"
2026-02-25,1,2026-02-22,0.05,1419,"quantile","ARI incidence","BG"
2026-02-25,1,2026-02-22,0.1,1428,"quantile","ARI incidence","BG"
2026-02-25,1,2026-02-22,0.15,1445.85,"quantile","ARI incidence","BG"
2026-02-25,1,2026-02-22,0.2,1448.6,"quantile","ARI incidence","BG"
2026-02-25,1,2026-02-22,0.25,1459.5,"quantile","ARI incidence","BG"
2026-02-25,1,2026-02-22,0.3,1468,"quantile","ARI incidence","BG"
2026-02-25,1,2026-02-22,0.35,1470,"quantile","ARI incidence","BG"
2026-02-25,1,2026-02-22,0.4,1479,"quantile","ARI incidence","BG"
2026-02-25,1,2026-02-22,0.45,1484,"quantile","ARI incidence","BG"
2026-02-25,1,2026-02-22,0.5,1487,"quantile","ARI incidence","BG"
2026-02-25,1,2026-02-22,0.55,1492,"quantile","ARI incidence","BG"
2026-02-25,1,2026-02-22,0.6,1494.4,"quantile","ARI incidence","BG"
2026-02-25,1,2026-02-22,0.65,1497.35,"quantile","ARI incidence","BG"
2026-02-25,1,2026-02-22,0.7,1499,"quantile","ARI incidence","BG"
2026-02-25,1,2026-02-22,0.75,1500.5,"quantile","ARI incidence","BG"
2026-02-25,1,2026-02-22,0.8,1509.4,"quantile","ARI incidence","BG"
2026-02-25,1,2026-02-22,0.85,1517.15,"quantile","ARI incidence","BG"
2026-02-25,1,2026-02-22,0.9,1533.2,"quantile","ARI incidence","BG"
2026-02-25,1,2026-02-22,0.95,1554.1,"quantile","ARI incidence","BG"
2026-02-25,1,2026-02-22,0.975,1567.15,"quantile","ARI incidence","BG"
2026-02-25,1,2026-02-22,0.99,1574.13,"quantile","ARI incidence","BG"
2026-02-25,1,2026-02-22,0.01,984.87,"quantile","ARI incidence","CZ"
2026-02-25,1,2026-02-22,0.025,990.375,"quantile","ARI incidence","CZ"
2026-02-25,1,2026-02-22,0.05,997.9,"quantile","ARI incidence","CZ"
2026-02-25,1,2026-02-22,0.1,1013.7,"quantile","ARI incidence","CZ"
2026-02-25,1,2026-02-22,0.15,1018.55,"quantile","ARI incidence","CZ"
2026-02-25,1,2026-02-22,0.2,1025.8,"quantile","ARI incidence","CZ"
2026-02-25,1,2026-02-22,0.25,1031,"quantile","ARI incidence","CZ"
2026-02-25,1,2026-02-22,0.3,1036,"quantile","ARI incidence","CZ"
2026-02-25,1,2026-02-22,0.35,1040.3,"quantile","ARI incidence","CZ"
2026-02-25,1,2026-02-22,0.4,1044,"quantile","ARI incidence","CZ"
2026-02-25,1,2026-02-22,0.45,1047,"quantile","ARI incidence","CZ"
2026-02-25,1,2026-02-22,0.5,1050.5,"quantile","ARI incidence","CZ"
2026-02-25,1,2026-02-22,0.55,1053.45,"quantile","ARI incidence","CZ"
2026-02-25,1,2026-02-22,0.6,1059,"quantile","ARI incidence","CZ"
2026-02-25,1,2026-02-22,0.65,1062,"quantile","ARI incidence","CZ"
2026-02-25,1,2026-02-22,0.7,1066.6,"quantile","ARI incidence","CZ"
2026-02-25,1,2026-02-22,0.75,1072,"quantile","ARI incidence","CZ"
2026-02-25,1,2026-02-22,0.8,1073,"quantile","ARI incidence","CZ"
2026-02-25,1,2026-02-22,0.85,1077.3,"quantile","ARI incidence","CZ"
2026-02-25,1,2026-02-22,0.9,1089,"quantile","ARI incidence","CZ"
2026-02-25,1,2026-02-22,0.95,1092.05,"quantile","ARI incidence","CZ"
2026-02-25,1,2026-02-22,0.975,1099.675,"quantile","ARI incidence","CZ"
2026-02-25,1,2026-02-22,0.99,1136.01,"quantile","ARI incidence","CZ"
2026-02-25,1,2026-02-22,0.01,182.93,"quantile","ARI incidence","EE"
2026-02-25,1,2026-02-22,0.025,185.475,"quantile","ARI incidence","EE"
2026-02-25,1,2026-02-22,0.05,186.95,"quantile","ARI incidence","EE"
2026-02-25,1,2026-02-22,0.1,189.9,"quantile","ARI incidence","EE"
2026-02-25,1,2026-02-22,0.15,196.7,"quantile","ARI incidence","EE"
2026-02-25,1,2026-02-22,0.2,199,"quantile","ARI incidence","EE"
2026-02-25,1,2026-02-22,0.25,199.75,"quantile","ARI incidence","EE"
2026-02-25,1,2026-02-22,0.3,202.7,"quantile","ARI incidence","EE"
2026-02-25,1,2026-02-22,0.35,206.3,"quantile","ARI incidence","EE"
2026-02-25,1,2026-02-22,0.4,208,"quantile","ARI incidence","EE"
2026-02-25,1,2026-02-22,0.45,210.55,"quantile","ARI incidence","EE"
2026-02-25,1,2026-02-22,0.5,212,"quantile","ARI incidence","EE"
2026-02-25,1,2026-02-22,0.55,214,"quantile","ARI incidence","EE"
2026-02-25,1,2026-02-22,0.6,217,"quantile","ARI incidence","EE"
2026-02-25,1,2026-02-22,0.65,218.35,"quantile","ARI incidence","EE"
2026-02-25,1,2026-02-22,0.7,221,"quantile","ARI incidence","EE"
2026-02-25,1,2026-02-22,0.75,222.25,"quantile","ARI incidence","EE"
2026-02-25,1,2026-02-22,0.8,226.2,"quantile","ARI incidence","EE"
2026-02-25,1,2026-02-22,0.85,230,"quantile","ARI incidence","EE"
2026-02-25,1,2026-02-22,0.9,233.1,"quantile","ARI incidence","EE"
2026-02-25,1,2026-02-22,0.95,239,"quantile","ARI incidence","EE"
2026-02-25,1,2026-02-22,0.975,240.525,"quantile","ARI incidence","EE"
2026-02-25,1,2026-02-22,0.99,244.02,"quantile","ARI incidence","EE"
2026-02-25,1,2026-02-22,0.01,2648.54,"quantile","ARI incidence","FI"
2026-02-25,1,2026-02-22,0.025,2658.075,"quantile","ARI incidence","FI"
2026-02-25,1,2026-02-22,0.05,2670.95,"quantile","ARI incidence","FI"
2026-02-25,1,2026-02-22,0.1,2687,"quantile","ARI incidence","FI"
2026-02-25,1,2026-02-22,0.15,2691.85,"quantile","ARI incidence","FI"
2026-02-25,1,2026-02-22,0.2,2714,"quantile","ARI incidence","FI"
2026-02-25,1,2026-02-22,0.25,2723,"quantile","ARI incidence","FI"
2026-02-25,1,2026-02-22,0.3,2732.8,"quantile","ARI incidence","FI"
2026-02-25,1,2026-02-22,0.35,2740.65,"quantile","ARI incidence","FI"
2026-02-25,1,2026-02-22,0.4,2746.2,"quantile","ARI incidence","FI"
2026-02-25,1,2026-02-22,0.45,2748.55,"quantile","ARI incidence","FI"
2026-02-25,1,2026-02-22,0.5,2753.5,"quantile","ARI incidence","FI"
2026-02-25,1,2026-02-22,0.55,2757.9,"quantile","ARI incidence","FI"
2026-02-25,1,2026-02-22,0.6,2770.6,"quantile","ARI incidence","FI"
2026-02-25,1,2026-02-22,0.65,2778.7,"quantile","ARI incidence","FI"
2026-02-25,1,2026-02-22,0.7,2784.3,"quantile","ARI incidence","FI"
2026-02-25,1,2026-02-22,0.75,2789.5,"quantile","ARI incidence","FI"
2026-02-25,1,2026-02-22,0.8,2796.4,"quantile","ARI incidence","FI"
2026-02-25,1,2026-02-22,0.85,2808.3,"quantile","ARI incidence","FI"
2026-02-25,1,2026-02-22,0.9,2817.4,"quantile","ARI incidence","FI"
2026-02-25,1,2026-02-22,0.95,2840.05,"quantile","ARI incidence","FI"
2026-02-25,1,2026-02-22,0.975,2867.225,"quantile","ARI incidence","FI"
2026-02-25,1,2026-02-22,0.99,2886.16,"quantile","ARI incidence","FI"
2026-02-25,1,2026-02-22,0.01,296.91,"quantile","ARI incidence","FR"
2026-02-25,1,2026-02-22,0.025,306.75,"quantile","ARI incidence","FR"
2026-02-25,1,2026-02-22,0.05,314.9,"quantile","ARI incidence","FR"
2026-02-25,1,2026-02-22,0.1,316.9,"quantile","ARI incidence","FR"
2026-02-25,1,2026-02-22,0.15,319.85,"quantile","ARI incidence","FR"
2026-02-25,1,2026-02-22,0.2,324,"quantile","ARI incidence","FR"
2026-02-25,1,2026-02-22,0.25,326,"quantile","ARI incidence","FR"
2026-02-25,1,2026-02-22,0.3,328.7,"quantile","ARI incidence","FR"
2026-02-25,1,2026-02-22,0.35,332,"quantile","ARI incidence","FR"
2026-02-25,1,2026-02-22,0.4,334,"quantile","ARI incidence","FR"
2026-02-25,1,2026-02-22,0.45,338.55,"quantile","ARI incidence","FR"
2026-02-25,1,2026-02-22,0.5,340,"quantile","ARI incidence","FR"
2026-02-25,1,2026-02-22,0.55,341,"quantile","ARI incidence","FR"
2026-02-25,1,2026-02-22,0.6,342,"quantile","ARI incidence","FR"
2026-02-25,1,2026-02-22,0.65,343,"quantile","ARI incidence","FR"
2026-02-25,1,2026-02-22,0.7,345,"quantile","ARI incidence","FR"
2026-02-25,1,2026-02-22,0.75,346,"quantile","ARI incidence","FR"
2026-02-25,1,2026-02-22,0.8,350.2,"quantile","ARI incidence","FR"
2026-02-25,1,2026-02-22,0.85,354,"quantile","ARI incidence","FR"
2026-02-25,1,2026-02-22,0.9,356.1,"quantile","ARI incidence","FR"
2026-02-25,1,2026-02-22,0.95,360.1,"quantile","ARI incidence","FR"
2026-02-25,1,2026-02-22,0.975,364,"quantile","ARI incidence","FR"
2026-02-25,1,2026-02-22,0.99,381.21,"quantile","ARI incidence","FR"
2026-02-25,1,2026-02-22,0.01,1532.83,"quantile","ARI incidence","DE"
2026-02-25,1,2026-02-22,0.025,1538.475,"quantile","ARI incidence","DE"
2026-02-25,1,2026-02-22,0.05,1541.95,"quantile","ARI incidence","DE"
2026-02-25,1,2026-02-22,0.1,1567.5,"quantile","ARI incidence","DE"
2026-02-25,1,2026-02-22,0.15,1579.4,"quantile","ARI incidence","DE"
2026-02-25,1,2026-02-22,0.2,1582,"quantile","ARI incidence","DE"
2026-02-25,1,2026-02-22,0.25,1589,"quantile","ARI incidence","DE"
2026-02-25,1,2026-02-22,0.3,1597,"quantile","ARI incidence","DE"
2026-02-25,1,2026-02-22,0.35,1600,"quantile","ARI incidence","DE"
2026-02-25,1,2026-02-22,0.4,1605,"quantile","ARI incidence","DE"
